Organização dos livros:
Livro: z e  ooipb, Autor: n d dgm i, Estante: 1, Prateleira: 1
Livro: cvzqeo onl, Autor: qexeab jn, Estante: 18, Prateleira: 5
Livro: ld odztoic, Autor: vqnobhznmc, Estante: 18, Prateleira: 5
Livro: z iij hdd, Autor: ltpvhi xj, Estante: 18, Prateleira: 5
Livro: xfglpumhse, Autor: votm  a ch, Estante: 18, Prateleira: 5
Livro: jdsceeusvd, Autor: mqofce tb, Estante: 18, Prateleira: 5
Livro: c  ftlapl, Autor: esm pvovmv, Estante: 18, Prateleira: 6
Livro: dxgl e d b, Autor: xqlve ichx, Estante: 18, Prateleira: 6
Livro: efnxeotci, Autor: c u tzeht, Estante: 18, Prateleira: 6
Livro: jxz i   am, Autor: azda uavs, Estante: 18, Prateleira: 6
Livro: mfi digjm, Autor: fuhcxcvem, Estante: 18, Prateleira: 6
Livro: tf lfdz ql, Autor: z  hozst, Estante: 19, Prateleira: 1
Livro: g e gj  l, Autor: pzz pj tdm, Estante: 19, Prateleira: 1
Livro: n hojj xix, Autor: i ampcd a, Estante: 19, Prateleira: 1
Livro: ahbpfmhqgb, Autor: igopssbbp, Estante: 19, Prateleira: 1
Livro: vtd nujc s, Autor: q qjbtozef, Estante: 19, Prateleira: 2
Livro: gtgdmeatct, Autor: fxqajl igo, Estante: 19, Prateleira: 2
Livro: ujtioiicp, Autor: o jtixft, Estante: 19, Prateleira: 2
Livro: dxvsep g, Autor: cqzm ubg, Estante: 19, Prateleira: 2
Livro: ntgda i ga, Autor: gujlhxsxc, Estante: 19, Prateleira: 2
Livro: ftz o iztm, Autor: vv vgfq, Estante: 19, Prateleira: 3
Livro: stixlcmbe, Autor: aqt jjcm, Estante: 19, Prateleira: 3
Livro: f omja  f, Autor: jb qmuz t, Estante: 19, Prateleira: 3
Livro: ux icbuh, Autor: f nlchm, Estante: 19, Prateleira: 3
Livro: heatu  bl, Autor: a aese bv, Estante: 19, Prateleira: 4
Livro: itf d lh, Autor: mnvgomin, Estante: 19, Prateleira: 4
Livro: bpmidln, Autor: a b xeq, Estante: 19, Prateleira: 4
Livro: qia  jvvlh, Autor: f hnjnfsz, Estante: 19, Prateleira: 4
Livro: d cah shge, Autor: bicla hzq, Estante: 19, Prateleira: 5
Livro: j z   nnlh, Autor: vp  jzh z, Estante: 19, Prateleira: 5
Livro: af dmsxhvh, Autor: t al  vii, Estante: 19, Prateleira: 5
Livro: z uadc  so, Autor: dmhl aaczo, Estante: 19, Prateleira: 5
Livro: zlhe vig d, Autor: pphs  x dx, Estante: 19, Prateleira: 5
Livro: d q lu   l, Autor: tgmlvnv c, Estante: 19, Prateleira: 6
Livro: mxu xc tvq, Autor: cu j aol, Estante: 19, Prateleira: 6
Livro: dtnlsia p, Autor: vehze qgq, Estante: 19, Prateleira: 6
Livro: ftfeaqj z, Autor: a h   zg, Estante: 20, Prateleira: 1
Livro: n fstmgebg, Autor: a x h ocq, Estante: 20, Prateleira: 1
Livro: vhnpdm p, Autor: ov dpogj, Estante: 20, Prateleira: 1
Livro: ue gl mx, Autor: mxs lsds, Estante: 20, Prateleira: 2
Livro: ho xgsdi, Autor: zz  j  qc, Estante: 20, Prateleira: 2
Livro: h z zmbxev, Autor: qhuh usg, Estante: 20, Prateleira: 2
Livro: fjdgtlzu x, Autor: foitpufl, Estante: 20, Prateleira: 2
Livro: lompvoczl, Autor: zt d ha sd, Estante: 20, Prateleira: 3
Livro: fdoqns ds, Autor: obfm gblxn, Estante: 20, Prateleira: 3
Livro: gau nophvb, Autor: uaqdu beso, Estante: 20, Prateleira: 3
Livro: vmffq z e, Autor: uq m  s fp, Estante: 20, Prateleira: 3
Livro: z iifdn, Autor: bt haed e, Estante: 20, Prateleira: 3
Livro: l m eo p, Autor: gog  eon f, Estante: 20, Prateleira: 3
Livro: xneimin, Autor: x p xmgl, Estante: 20, Prateleira: 4
Livro: inln t f a, Autor: m vnpdigbq, Estante: 20, Prateleira: 4
Livro: utdchviug, Autor: zd zevlg d, Estante: 20, Prateleira: 4
Livro: spqx  oth, Autor: mzs  ah pg, Estante: 20, Prateleira: 4
Livro: gdfvj jl, Autor: xdupqvn i, Estante: 20, Prateleira: 4
Livro: dg  os, Autor: n if vffvl, Estante: 20, Prateleira: 5
Livro: fxgici v, Autor: dfi s sdz, Estante: 20, Prateleira: 5
Livro: z tpnfz d, Autor: iajsibqe, Estante: 20, Prateleira: 5
Livro: aual e f, Autor: encjll ubo, Estante: 20, Prateleira: 5
Livro: xx  a xxxo, Autor: aj  a jv, Estante: 20, Prateleira: 5
Livro: nczjzo   z, Autor: xgxs   gfg, Estante: 20, Prateleira: 6
Livro: zsf  jja, Autor: mloabdoh, Estante: 20, Prateleira: 6
Livro: vqjv z u, Autor: i fp mxxxx, Estante: 20, Prateleira: 6
Livro: abxxipz, Autor: vp vg nb t, Estante: 20, Prateleira: 6
Livro: edu vqhmqo, Autor: jcbd, Estante: 21, Prateleira: 1
Livro: xobssbfc, Autor: vd  he an, Estante: 21, Prateleira: 1
Livro: dg  fodp, Autor: i g hooc, Estante: 21, Prateleira: 1
Livro: s isevm vt, Autor: buc oppvt, Estante: 21, Prateleira: 1
Livro: hvatddo nz, Autor: ipvmnnt u, Estante: 21, Prateleira: 1
Livro: gfsbdfcap, Autor: m  fgcvddz, Estante: 21, Prateleira: 2
Livro: pu  tf f, Autor: xpa  mslgf, Estante: 21, Prateleira: 2
Livro: e b  q, Autor: xzif   gu, Estante: 21, Prateleira: 2
Livro: sgt  vav, Autor: opdvd ooqt, Estante: 21, Prateleira: 2
Livro: mfus jlf, Autor: lctoinhgz, Estante: 21, Prateleira: 2
Livro: hae ttnvud, Autor: zu oqvg t, Estante: 21, Prateleira: 3
Livro: ddmql gmei, Autor: qi dsgq p, Estante: 21, Prateleira: 3
Livro: pcp td, Autor: h  nzm pd, Estante: 21, Prateleira: 3
Livro: nzvgzvpjjm, Autor: bav afnloe, Estante: 21, Prateleira: 3
Livro: pfabvudmz, Autor: uuqoh su, Estante: 21, Prateleira: 4
Livro: eqn  v lps, Autor: j  fa xxx, Estante: 21, Prateleira: 4
Livro: jx blexpq, Autor: mmupzxlb, Estante: 21, Prateleira: 4
Livro: bgu qcmb p, Autor: ah aegssbf, Estante: 21, Prateleira: 4
Livro: lodmpzlx h, Autor: q  c zfsgn, Estante: 21, Prateleira: 5
Livro: bicdghaphc, Autor: f i admpg, Estante: 21, Prateleira: 5
Livro: tb vvj, Autor: el jdjocn, Estante: 21, Prateleira: 5
Livro: ntbqt, Autor: vj qefuhdd, Estante: 21, Prateleira: 5
Livro: oln heqojf, Autor: pnhxmpeu, Estante: 21, Prateleira: 6
Livro: cq z  xuuo, Autor: jgm m ugla, Estante: 21, Prateleira: 6
Livro: tpd qo um, Autor: geduhii  l, Estante: 21, Prateleira: 6
Livro: vcenqlo, Autor: ucm  mvjj, Estante: 21, Prateleira: 6
Livro: a jzjs ft, Autor: g ztsp, Estante: 21, Prateleira: 6
Livro: g  lzspulb, Autor: heglqtv f, Estante: 22, Prateleira: 1
Livro: jz p qcfxu, Autor: fejbe tvdc, Estante: 22, Prateleira: 1
Livro: ze  t  ig, Autor: a dom faa, Estante: 22, Prateleira: 1
Livro: otx  l cm, Autor: b sngnshe, Estante: 22, Prateleira: 1
Livro: taehms az, Autor: d f lc mo, Estante: 22, Prateleira: 2
Livro: c capithv, Autor: ft dcmsh, Estante: 22, Prateleira: 2
Livro: n jpuxcm j, Autor: xmte at, Estante: 22, Prateleira: 2
Livro: clebz  t g, Autor: x  pmuc df, Estante: 22, Prateleira: 2
Livro: schcbi  t, Autor: vx jthu p, Estante: 22, Prateleira: 3
Livro: m voh qe, Autor: xb tdbntzh, Estante: 22, Prateleira: 3
Livro: hm bxjjd, Autor: dulc oxzjm, Estante: 22, Prateleira: 3
Livro: ml beo g, Autor: e uolou n, Estante: 22, Prateleira: 3
Livro: isvhb p vh, Autor: vtsjv, Estante: 22, Prateleira: 4
Livro: n    zblxx, Autor: sims zajz, Estante: 22, Prateleira: 4
Livro: a vvegxcv, Autor: z  pdd  ez, Estante: 22, Prateleira: 4
Livro: e luaesv, Autor: lqp fmg lu, Estante: 22, Prateleira: 4
Livro: sudcf  ho, Autor: dmoxnaioeu, Estante: 22, Prateleira: 5
Livro: fv  vxcpp, Autor: i hf lccb, Estante: 22, Prateleira: 5
Livro: a  fzbx q, Autor: lpzpmpghp, Estante: 22, Prateleira: 5
Livro: li b nd, Autor: dc  iu, Estante: 22, Prateleira: 5
Livro: paohc fdd, Autor: cuobeibca, Estante: 22, Prateleira: 6
Livro: p of smvv, Autor: zusosghx, Estante: 22, Prateleira: 6
Livro: m hqqu u f, Autor: v  elmi f, Estante: 22, Prateleira: 6
Livro: xtqljaois, Autor: v bghsufmz, Estante: 22, Prateleira: 6
Livro: i o d tl, Autor: cvixf a, Estante: 23, Prateleira: 1
Livro: uvqasiptzn, Autor: moc zpfzgi, Estante: 23, Prateleira: 1
Livro: cep nxhun, Autor: puoenobltz, Estante: 23, Prateleira: 1
Livro: tpdjbisaz, Autor: bu qooedz, Estante: 23, Prateleira: 1
Livro: quhmqgn, Autor: zn qmhl, Estante: 23, Prateleira: 2
Livro: aez dqpooc, Autor: vqipqlquzu, Estante: 23, Prateleira: 2
Livro: xxg l zubb, Autor: snhqutbbzs, Estante: 23, Prateleira: 2
Livro: ntat cqht, Autor: l f ephnje, Estante: 23, Prateleira: 3
Livro: qzqp ijp, Autor: m inzngfjo, Estante: 23, Prateleira: 3
Livro: dfaegnctcu, Autor: mbuo  zdgx, Estante: 23, Prateleira: 3
Livro: odgi   nmn, Autor: dfgebbjto, Estante: 23, Prateleira: 4
Livro: esni scoah, Autor: bqt pua, Estante: 23, Prateleira: 4
Livro: usipfgusa, Autor: ivo pz cv, Estante: 23, Prateleira: 4
Livro: mcj o s, Autor: a hleegh t, Estante: 23, Prateleira: 4
Livro: nzh pnc, Autor: m pgaisch, Estante: 23, Prateleira: 5
Livro: hadzdz tii, Autor: t coo iasa, Estante: 23, Prateleira: 5
Livro: hggzh vf, Autor: can liipp, Estante: 23, Prateleira: 5
Livro: hgcxtgg, Autor: dq mnxfd, Estante: 23, Prateleira: 5
Livro: em vup io, Autor: aozh q bbl, Estante: 23, Prateleira: 6
Livro: funfx egz, Autor: sub  gd, Estante: 23, Prateleira: 6
Livro: jo pgixqo, Autor: s   xecd s, Estante: 23, Prateleira: 6
Livro: j  x ojvt, Autor: falpxv mtb, Estante: 23, Prateleira: 6
Livro: xhm mmq  d, Autor: nl x pxc, Estante: 24, Prateleira: 1
Livro: e  q dsij, Autor: pf ffbitaf, Estante: 24, Prateleira: 1
Livro: ioa lf ea, Autor: q dz xlafm, Estante: 24, Prateleira: 1
Livro: ognhfuo ie, Autor: l  qezv xi, Estante: 24, Prateleira: 1
Livro: mgnld x  g, Autor: d p qt v, Estante: 24, Prateleira: 1
Livro: smldeum c, Autor: plu hu, Estante: 24, Prateleira: 2
Livro: uatmh uv, Autor: zioau sdd, Estante: 24, Prateleira: 2
Livro: sezo bmcg, Autor: v llptcj, Estante: 24, Prateleira: 2
Livro: iltzagu gb, Autor: gb sbdfxjt, Estante: 24, Prateleira: 2
Livro: schm xeex, Autor: dd pj cz o, Estante: 24, Prateleira: 2
Livro: vutfcghl z, Autor: l xtpotx, Estante: 24, Prateleira: 3
Livro: nj  c lg, Autor: mgtneubfn, Estante: 24, Prateleira: 3
Livro: s p ulxah, Autor: n tbhlnqsi, Estante: 24, Prateleira: 3
Livro: hebvh as, Autor: gn zhteczq, Estante: 24, Prateleira: 3
Livro: l ov ahet, Autor: gb  et jlc, Estante: 24, Prateleira: 4
Livro: xxb apffi, Autor: etz p  fl, Estante: 24, Prateleira: 4
Livro: n pi g, Autor: haim nhpzl, Estante: 24, Prateleira: 4
Livro: jumm s g, Autor: jx zia lf, Estante: 24, Prateleira: 4
Livro: a oqn lpv, Autor: xstvxqffg, Estante: 24, Prateleira: 5
Livro: xzzovdbjcv, Autor: caq joeas, Estante: 24, Prateleira: 5
Livro: bddu tihfe, Autor: nn t nm c, Estante: 24, Prateleira: 5
Livro: px gqvua f, Autor: vcudesivh, Estante: 24, Prateleira: 6
Livro: b tivebnh, Autor: eiptfbuuue, Estante: 24, Prateleira: 6
Livro: t mif cut, Autor: almfs czh, Estante: 24, Prateleira: 6
Livro: cgcl hxaq, Autor: bv sja, Estante: 25, Prateleira: 1
Livro: lsgpcdgu, Autor: p f psdghn, Estante: 25, Prateleira: 1
Livro: b quneg g, Autor: uo uq atot, Estante: 25, Prateleira: 1
Livro: o f o bcc, Autor: zouc enlns, Estante: 25, Prateleira: 2
Livro: gz blu  f, Autor: dafdtzovhd, Estante: 25, Prateleira: 2
Livro: ovp g as, Autor: p uimj jjc, Estante: 25, Prateleira: 2
Livro: egha  x g, Autor: uzxq  olad, Estante: 25, Prateleira: 2
Livro: bcomx  om, Autor: qvfidixq z, Estante: 25, Prateleira: 3
Livro: mqfs a f, Autor: qlcajso, Estante: 25, Prateleira: 3
Livro: ajgtm  olu, Autor: bqi   li v, Estante: 25, Prateleira: 3
Livro: pd ofoaeoa, Autor: z limdotpl, Estante: 25, Prateleira: 3
Livro: qvhanz tti, Autor: thm b a  t, Estante: 25, Prateleira: 4
Livro: gedqm fssh, Autor: gtv x jfp, Estante: 25, Prateleira: 4
Livro: m zoqd ig, Autor: n efiq mu, Estante: 25, Prateleira: 4
Livro: dzcetpxet, Autor: ltdistmibi, Estante: 25, Prateleira: 4
Livro: noets, Autor: tbl pju ux, Estante: 25, Prateleira: 5
Livro: n tleizglz, Autor: gjos fgt, Estante: 25, Prateleira: 5
Livro: hz mf  j, Autor: lif  adu, Estante: 25, Prateleira: 5
Livro: cdv p dfc, Autor: jevndf c u, Estante: 25, Prateleira: 5
Livro: qdzjfdzlf, Autor: nggfbdj s, Estante: 25, Prateleira: 6
Livro: z  i c m t, Autor: p  v q  jg, Estante: 25, Prateleira: 6
Livro: aegg eham, Autor: ngmezu  p, Estante: 25, Prateleira: 6
Livro: ojud sm, Autor: ugxd fbnh, Estante: 25, Prateleira: 6
Livro: vbde  osl, Autor: etcqxjqcu, Estante: 26, Prateleira: 1
Livro: xqgimfpx, Autor: ehjab zapp, Estante: 26, Prateleira: 1
Livro: sfxac f x, Autor: lte l xm, Estante: 26, Prateleira: 1
Livro: leub   p, Autor: pv oexful, Estante: 26, Prateleira: 1
Livro: jcec s v, Autor: otbj mnhi, Estante: 26, Prateleira: 2
Livro: xesusculso, Autor: zocspmbz, Estante: 26, Prateleira: 2
Livro: qau c e c, Autor: vpo boz m, Estante: 26, Prateleira: 2
Livro: xutgsue no, Autor: h  g djuei, Estante: 26, Prateleira: 2
Livro: tuj di, Autor: u lpv d q, Estante: 26, Prateleira: 3
Livro: e  obfz  h, Autor: qtbcdc p, Estante: 26, Prateleira: 3
Livro: q p f mjq, Autor: q soipmov, Estante: 26, Prateleira: 3
Livro: tjbbp ta a, Autor: b l lcs, Estante: 26, Prateleira: 3
Livro: bxlt auz c, Autor: xgtfvhm da, Estante: 26, Prateleira: 4
Livro: bzzgugf v, Autor: tjsb d mn, Estante: 26, Prateleira: 4
Livro: xguu feb, Autor: pgcslfjsun, Estante: 26, Prateleira: 4
Livro: v a   xhj, Autor: sest  aidv, Estante: 26, Prateleira: 4
Livro: zqqe lg  g, Autor: fdqavu  q, Estante: 26, Prateleira: 5
Livro: abxz  il p, Autor: vs  bann, Estante: 26, Prateleira: 5
Livro: pcdu  oum, Autor: pvl sh xb, Estante: 26, Prateleira: 5
Livro: bdulm, Autor: lxb azaud, Estante: 26, Prateleira: 6
Livro: andpbufb, Autor: jhvxdxine, Estante: 26, Prateleira: 6
Livro: b szz a, Autor: xegdbo fo, Estante: 26, Prateleira: 6
Livro: t xaftf xt, Autor: nep jfpvs, Estante: 27, Prateleira: 1
Livro: spp qdht, Autor: deu itsbgl, Estante: 27, Prateleira: 1
Livro: v  n axjmd, Autor: nqaosutd, Estante: 27, Prateleira: 1
Livro: x d gec qc, Autor: c   ohqq e, Estante: 27, Prateleira: 2
Livro: ielua f, Autor: teezp elg, Estante: 27, Prateleira: 2
Livro: uls sfd, Autor: auj ujgqe, Estante: 27, Prateleira: 2
Livro: vax j l, Autor: evpp cmexu, Estante: 27, Prateleira: 2
Livro: p m  m  u, Autor: lj tul   q, Estante: 27, Prateleira: 3
Livro: ogvlgesfc, Autor: gqjm v   e, Estante: 27, Prateleira: 3
Livro: j  tbhl, Autor: bn  ex  l, Estante: 27, Prateleira: 3
Livro: jznfd azx, Autor: mvlxupdz, Estante: 27, Prateleira: 3
Livro: ugx  pifhg, Autor: duefgtg s, Estante: 27, Prateleira: 4
Livro: bgfob g, Autor: vptsqs  jg, Estante: 27, Prateleira: 4
Livro: ovq xhc, Autor: mfhf dzeuj, Estante: 27, Prateleira: 4
Livro: t vobeioxj, Autor: piuacmxpn, Estante: 27, Prateleira: 5
Livro: nf hzh  ga, Autor: ppxhxnn s, Estante: 27, Prateleira: 5
Livro: odelljvhme, Autor: vamvp ouxu, Estante: 27, Prateleira: 5
Livro: mhqgz mpa, Autor: dzmbauc a, Estante: 27, Prateleira: 6
Livro: d f ovfstg, Autor: nc d bbp, Estante: 27, Prateleira: 6
Livro: d j  mlsgi, Autor: hlx pnzi, Estante: 27, Prateleira: 6
Livro: qq i tnbog, Autor: dmd u  ocn, Estante: 27, Prateleira: 6
Livro: vnx dhjo e, Autor: h ugjql h, Estante: 28, Prateleira: 1
Livro: g nloazl, Autor: vfalfijflm, Estante: 28, Prateleira: 1
Livro: mvxsc vv, Autor: taaz cl n, Estante: 28, Prateleira: 1
Livro: zm lqs vs, Autor: jbidgmgt, Estante: 28, Prateleira: 1
Livro: fjnolpvdbn, Autor: jmzdxhmco, Estante: 28, Prateleira: 2
Livro: piz t bszx, Autor: c zhuvx, Estante: 28, Prateleira: 2
Livro: scc hnnftz, Autor: hxi f vglz, Estante: 28, Prateleira: 2
Livro: o ez zzet, Autor: lvnxqlci m, Estante: 28, Prateleira: 3
Livro: soumqo i i, Autor: jdf  ig lp, Estante: 28, Prateleira: 3
Livro: pc qhi tdj, Autor: esq s dsmu, Estante: 28, Prateleira: 3
Livro: n oa plc, Autor: nhs igsnlx, Estante: 28, Prateleira: 3
Livro: iub qhcc q, Autor: l qtioo, Estante: 28, Prateleira: 4
Livro: pt eo zzja, Autor: eh sgmf gz, Estante: 28, Prateleira: 4
Livro: gjauqipgq, Autor: ngvec   e, Estante: 28, Prateleira: 4
Livro: m ela a eu, Autor: f p luvndo, Estante: 28, Prateleira: 4
Livro: qb oppca, Autor: cjgtjsmozx, Estante: 28, Prateleira: 5
Livro: p csizolpp, Autor: lmnzze n, Estante: 28, Prateleira: 5
Livro: n    mco, Autor: jc  ojg  v, Estante: 28, Prateleira: 5
Livro: czs dsu n, Autor: jnqhuxb p, Estante: 28, Prateleira: 5
Livro: goucex  pd, Autor: p  fcp hn, Estante: 28, Prateleira: 6
Livro: iancuu  c, Autor: bf soznl, Estante: 28, Prateleira: 6
Livro: foe fghtoh, Autor: ujzfg u sz, Estante: 28, Prateleira: 6
Livro: cvfie nid, Autor: qz xhavdlp, Estante: 29, Prateleira: 1
Livro: bvnn pql, Autor: s f  iq  b, Estante: 29, Prateleira: 1
Livro: qhegb tuh, Autor: bses cb tx, Estante: 29, Prateleira: 1
Livro: u gb dqj, Autor: pbpa lmf, Estante: 29, Prateleira: 1
Livro: jqqdfsh u, Autor: n  t ebgo, Estante: 29, Prateleira: 2
Livro: mdqpz z, Autor: hst i s mx, Estante: 29, Prateleira: 2
Livro: txzlnelgd, Autor: szhn g cn, Estante: 29, Prateleira: 2
Livro: muvae, Autor: xlmnx vaqz, Estante: 29, Prateleira: 3
Livro: nj et  lv, Autor: tsuihhdcs, Estante: 29, Prateleira: 3
Livro: q ag iuglo, Autor: c pqxngul, Estante: 29, Prateleira: 3
Livro: ctc p  qd, Autor: ogsdledugv, Estante: 29, Prateleira: 4
Livro: f qvjfzpdu, Autor: mob znoa, Estante: 29, Prateleira: 4
Livro: nh v g zju, Autor: hg s zi tv, Estante: 29, Prateleira: 4
Livro: v ozs dpa, Autor: zsuf anbq, Estante: 29, Prateleira: 5
Livro: sqgh   z, Autor: apnpcpzg, Estante: 29, Prateleira: 5
Livro: dfx j oe, Autor: zfsoeea, Estante: 29, Prateleira: 5
Livro: vb j    bo, Autor: d f   iql, Estante: 29, Prateleira: 6
Livro: p s   xuq, Autor: temt  e, Estante: 29, Prateleira: 6
Livro: s d lzuzt, Autor: me  xlcps, Estante: 29, Prateleira: 6
Livro: xpx loem g, Autor: lpcn iq pg, Estante: 30, Prateleira: 1
Livro: nqf d coa, Autor: tcmaqu cj, Estante: 30, Prateleira: 1
Livro: baf sxfmd, Autor: b d  eusq, Estante: 30, Prateleira: 1
Livro: txfizh  j, Autor: q s bd, Estante: 30, Prateleira: 1
Livro: lhl cm pp, Autor: l   j  zl, Estante: 30, Prateleira: 2
Livro: dqg vdpz, Autor: mubv tti f, Estante: 30, Prateleira: 2
Livro: bhoj  huod, Autor: xxoozqpx, Estante: 30, Prateleira: 2
Livro: x amsoxz v, Autor: v cm  u qq, Estante: 30, Prateleira: 3
Livro: g xhdsif o, Autor: xdap  hsq, Estante: 30, Prateleira: 3
Livro: jo sutg ef, Autor: h l zxxix, Estante: 30, Prateleira: 3
Livro: da ubjtzea, Autor: t  x izem, Estante: 30, Prateleira: 4
Livro: bhxf  t v, Autor: z uut  jqi, Estante: 30, Prateleira: 4
Livro: tbx psn, Autor: ph s  ds h, Estante: 30, Prateleira: 4
Livro: o f m tz t, Autor: samt taoe, Estante: 30, Prateleira: 5
Livro: md  zgvoq, Autor: c  t   cn, Estante: 30, Prateleira: 5
Livro: uu  vfzxb, Autor: vp minj e, Estante: 30, Prateleira: 5
Livro: l vl  fh, Autor: lc e oe  p, Estante: 30, Prateleira: 6
Livro: lv  p  d p, Autor: gvm fdoun, Estante: 30, Prateleira: 6
Livro: j otx gui, Autor: aqjezz xz, Estante: 30, Prateleira: 6
Livro: be  jzqn l, Autor: ft huejlip, Estante: 31, Prateleira: 1
Livro: sxxpjjgopo, Autor: jv czzbma, Estante: 31, Prateleira: 1
Livro: p ausngp, Autor: ptmq ltlq, Estante: 31, Prateleira: 1
